id,ntd_id,agency_name,facility_id,facility_type,facility_name,geometry,geojson_geometry
1268,90036,Orange County Transportation Authority,19910,Vehicle Fueling Facility,Hydrogen Fueling Station,POINT (-117.927004 33.704445),"{'type': 'Point', 'coordinates': (-117.927004, 33.704445)}"
1269,90151,Southern California Regional Rail Authority,9331,At-Grade Fixed Guideway Station,Tustin,POINT (-117.8051856 33.706924),"{'type': 'Point', 'coordinates': (-117.8051856, 33.706924)}"
1270,90151,Southern California Regional Rail Authority,10849,Surface Parking Lot,Tustin,POINT (-117.8051856 33.706924),"{'type': 'Point', 'coordinates': (-117.8051856, 33.706924)}"
1271,90036,Orange County Transportation Authority,3095,Surface Parking Lot,Tustin Metrolink,POINT (-117.805909 33.707662),"{'type': 'Point', 'coordinates': (-117.805909, 33.707662)}"
1272,90036,Orange County Transportation Authority,3146,Surface Parking Lot,Golden West Additional Lot,POINT (-117.998905 33.733947),"{'type': 'Point', 'coordinates': (-117.998905, 33.733947)}"
1273,90036,Orange County Transportation Authority,19913,Bus Transfer Center,Golden West Transportation Center Passenger Canopy Structures,POINT (-117.999379 33.734395),"{'type': 'Point', 'coordinates': (-117.999379, 33.734395)}"
1274,90036,Orange County Transportation Authority,3145,"Other, Passenger or Parking (describe in Notes)",Golden West Transportation Center Restroom,POINT (-117.999465 33.734725),"{'type': 'Point', 'coordinates': (-117.999465, 33.734725)}"
1275,90036,Orange County Transportation Authority,3144,Surface Parking Lot,Golden West Transportation Center Site,POINT (-117.999569 33.734791),"{'type': 'Point', 'coordinates': (-117.999569, 33.734791)}"
1276,90151,Southern California Regional Rail Authority,9326,At-Grade Fixed Guideway Station,Santa Ana,POINT (-117.8565695 33.7514433),"{'type': 'Point', 'coordinates': (-117.8565695, 33.7514433)}"
1277,90151,Southern California Regional Rail Authority,10844,Surface Parking Lot,Santa Ana,POINT (-117.8565695 33.7514433),"{'type': 'Point', 'coordinates': (-117.8565695, 33.7514433)}"
1278,90036,Orange County Transportation Authority,3094,Surface Parking Lot,Santa Ana Regional Transportation Center,POINT (-117.85651 33.751622),"{'type': 'Point', 'coordinates': (-117.85651, 33.751622)}"
1279,99454,Palo Verde Valley Transit Agency,20250,Vehicle Fueling Facility,Blythe CNG Station,POINT (-114.5990256 33.6039526),"{'type': 'Point', 'coordinates': (-114.5990256, 33.6039526)}"
1280,99454,Palo Verde Valley Transit Agency,20248,Administrative Office / Sales Office,PVVTA Operations Center,POINT (-114.6003953 33.6159697),"{'type': 'Point', 'coordinates': (-114.6003953, 33.6159697)}"
1281,99454,Palo Verde Valley Transit Agency,18788,General Purpose Maintenance Facility/Depot,PVVTA Maintenance Utility Shop,POINT (-114.6003953 33.6159697),"{'type': 'Point', 'coordinates': (-114.6003953, 33.6159697)}"
1282,99454,Palo Verde Valley Transit Agency,20249,Surface Parking Lot,PVVTA Main Street Park N Ride,POINT (-114.5998456 33.6163577),"{'type': 'Point', 'coordinates': (-114.5998456, 33.6163577)}"
1283,90079,SunLine Transit Agency,3435,Maintenance Facility (Service and Inspection),Escrow Indio Facility,POINT (-116.2118119 33.7145826),"{'type': 'Point', 'coordinates': (-116.2118119, 33.7145826)}"
1284,90079,SunLine Transit Agency,12009,Vehicle Fueling Facility,CNG FUEL STATION (INDIO),POINT (-116.2118119 33.7145826),"{'type': 'Point', 'coordinates': (-116.2118119, 33.7145826)}"
1285,90031,Riverside Transit Agency,4116,"Other, Administrative & Maintenance (describe in Notes)",Hemet,POINT (-117.012192 33.73412),"{'type': 'Point', 'coordinates': (-117.012192, 33.73412)}"
1286,90031,Riverside Transit Agency,4114,Combined Administrative and Maintenance Facility (describe in Notes),Hemet,POINT (-117.010504 33.73536),"{'type': 'Point', 'coordinates': (-117.010504, 33.73536)}"
1287,90031,Riverside Transit Agency,4118,Vehicle Washing Facility,Hemet,POINT (-117.010504 33.73536),"{'type': 'Point', 'coordinates': (-117.010504, 33.73536)}"
1288,90031,Riverside Transit Agency,4115,Revenue Collection Facility,Hemet,POINT (-117.010504 33.73536),"{'type': 'Point', 'coordinates': (-117.010504, 33.73536)}"
1289,90031,Riverside Transit Agency,4117,Vehicle Fueling Facility,Hemet,POINT (-117.010504 33.73536),"{'type': 'Point', 'coordinates': (-117.010504, 33.73536)}"
1290,90079,SunLine Transit Agency,3877,Bus Transfer Center,THOUSAND PALMS TRANSIT HUB,POINT (-116.397091 33.812283),"{'type': 'Point', 'coordinates': (-116.397091, 33.812283)}"
1291,90079,SunLine Transit Agency,19363,Administrative Office / Sales Office,"OPERATIONS, DISPATCH",POINT (-116.3950969 33.8144748),"{'type': 'Point', 'coordinates': (-116.3950969, 33.8144748)}"
1292,90079,SunLine Transit Agency,3533,Vehicle Washing Facility,BUS WASH SYSTEM,POINT (-116.3950969 33.8144748),"{'type': 'Point', 'coordinates': (-116.3950969, 33.8144748)}"
1293,90079,SunLine Transit Agency,3434,Administrative Office / Sales Office,Admin Building ,POINT (-116.3950969 33.8144748),"{'type': 'Point', 'coordinates': (-116.3950969, 33.8144748)}"
1294,90079,SunLine Transit Agency,3438,"Other, Administrative & Maintenance (describe in Notes)",Shatz Building H2,POINT (-116.3950969 33.8144748),"{'type': 'Point', 'coordinates': (-116.3950969, 33.8144748)}"
1295,90079,SunLine Transit Agency,3439,"Other, Administrative & Maintenance (describe in Notes)",Zweig Building,POINT (-116.3950969 33.8144748),"{'type': 'Point', 'coordinates': (-116.3950969, 33.8144748)}"
1296,90079,SunLine Transit Agency,19365,Vehicle Fueling Facility,HYDROGEN FUEL PRODUCTION,POINT (-116.3950969 33.8144748),"{'type': 'Point', 'coordinates': (-116.3950969, 33.8144748)}"
1297,90079,SunLine Transit Agency,3532,Maintenance Facility (Service and Inspection),MAINTENANCE BUILDING,POINT (-116.3950969 33.8144748),"{'type': 'Point', 'coordinates': (-116.3950969, 33.8144748)}"
1298,90079,SunLine Transit Agency,19366,Vehicle Fueling Facility,CNG FUEL STATION,POINT (-116.3950969 33.8144748),"{'type': 'Point', 'coordinates': (-116.3950969, 33.8144748)}"
1299,90079,SunLine Transit Agency,3624,"Other, Administrative & Maintenance (describe in Notes)",PARTS TRAILER,POINT (-116.3950969 33.8144748),"{'type': 'Point', 'coordinates': (-116.3950969, 33.8144748)}"
1300,91090,Morongo Basin Transit Authority,3768,Vehicle Fueling Facility,29 CNG Station,POINT (-116.0635287 34.1261428),"{'type': 'Point', 'coordinates': (-116.0635287, 34.1261428)}"
1301,91090,Morongo Basin Transit Authority,19453,Combined Administrative and Maintenance Facility (describe in Notes),JT Admin and Maintenance Facility,POINT (-116.3033088 34.137177),"{'type': 'Point', 'coordinates': (-116.3033088, 34.137177)}"
1302,91090,Morongo Basin Transit Authority,3767,Vehicle Fueling Facility,JT CNG Station,POINT (-116.3033088 34.137177),"{'type': 'Point', 'coordinates': (-116.3033088, 34.137177)}"
1303,91090,Morongo Basin Transit Authority,3769,Vehicle Washing Facility,MBTA Bus Wash,POINT (-116.3033088 34.137177),"{'type': 'Point', 'coordinates': (-116.3033088, 34.137177)}"
1304,91012,Mountain Area Regional Transit Authority,9731,Combined Administrative and Maintenance Facility (describe in Notes),Big Bear Facility,POINT (-116.8869698 34.247473),"{'type': 'Point', 'coordinates': (-116.8869698, 34.247473)}"
1305,91012,Mountain Area Regional Transit Authority,20611,Administrative Office / Sales Office,Big Bear Annex,POINT (-116.8833 34.24836),"{'type': 'Point', 'coordinates': (-116.8833, 34.24836)}"
1306,99316,Chemehuevi Indian Tribe,16615,Maintenance Facility (Service and Inspection),CTA Maintenance Facility,POINT (-114.4138468 34.482234),"{'type': 'Point', 'coordinates': (-114.4138468, 34.482234)}"
1307,99316,Chemehuevi Indian Tribe,16616,Ferryboat Terminal,Havasu Landing,POINT (-114.4046646 34.4847872),"{'type': 'Point', 'coordinates': (-114.4046646, 34.4847872)}"
1308,91020,City of Needles,9352,Administrative Office / Sales Office,Administration,POINT (-114.6141315 34.8480597),"{'type': 'Point', 'coordinates': (-114.6141315, 34.8480597)}"
1309,90006,Santa Cruz Metropolitan Transit District,10965,Bus Transfer Center,Diridon Station,POINT (-121.9025987 37.3295074),"{'type': 'Point', 'coordinates': (-121.9025987, 37.3295074)}"
1310,90013,Santa Clara Valley Transportation Authority,9415,Bus Transfer Center,San Jose Diridon Transit,POINT (-121.902502 37.329905),"{'type': 'Point', 'coordinates': (-121.902502, 37.329905)}"
1311,90013,Santa Clara Valley Transportation Authority,9513,At-Grade Fixed Guideway Station,San Jose Diridon,POINT (-121.902505 37.329929),"{'type': 'Point', 'coordinates': (-121.902505, 37.329929)}"
1312,90013,Santa Clara Valley Transportation Authority,9498,At-Grade Fixed Guideway Station,Convention Center,POINT (-121.890081 37.330015),"{'type': 'Point', 'coordinates': (-121.890081, 37.330015)}"
1313,90062,Monterey-Salinas Transit,12265,Bus Transfer Center,San Jose Diridon Station,POINT (-121.90226 37.330351),"{'type': 'Point', 'coordinates': (-121.90226, 37.330351)}"
1314,90013,Santa Clara Valley Transportation Authority,9512,At-Grade Fixed Guideway Station,San Fernando,POINT (-121.898277 37.330373),"{'type': 'Point', 'coordinates': (-121.898277, 37.330373)}"
1315,90013,Santa Clara Valley Transportation Authority,9497,At-Grade Fixed Guideway Station,San Antonio,POINT (-121.887935 37.332676),"{'type': 'Point', 'coordinates': (-121.887935, 37.332676)}"
1316,90013,Santa Clara Valley Transportation Authority,9496,At-Grade Fixed Guideway Station,Santa Clara,POINT (-121.890295 37.335816),"{'type': 'Point', 'coordinates': (-121.890295, 37.335816)}"
1317,90013,Santa Clara Valley Transportation Authority,9495,At-Grade Fixed Guideway Station,Saint James,POINT (-121.892183 37.338341),"{'type': 'Point', 'coordinates': (-121.892183, 37.338341)}"
1318,90134,Peninsula Corridor Joint Powers Board,4234,"Other, Administrative & Maintenance (describe in Notes)",CEMOF Guardhouse,POINT (-121.9101 37.33978),"{'type': 'Point', 'coordinates': (-121.9101, 37.33978)}"
1319,90134,Peninsula Corridor Joint Powers Board,4235,"Other, Administrative & Maintenance (describe in Notes)",CEMOF Stockton Service Entrance,POINT (-121.9101 37.33978),"{'type': 'Point', 'coordinates': (-121.9101, 37.33978)}"
1320,90134,Peninsula Corridor Joint Powers Board,4245,"Other, Administrative & Maintenance (describe in Notes)",CEMOF Overhead Sanding Structure,POINT (-121.9101 37.33978),"{'type': 'Point', 'coordinates': (-121.9101, 37.33978)}"
1321,90134,Peninsula Corridor Joint Powers Board,4249,"Other, Administrative & Maintenance (describe in Notes)",CEMOF Parking Lot,POINT (-121.9101 37.33978),"{'type': 'Point', 'coordinates': (-121.9101, 37.33978)}"
1322,90134,Peninsula Corridor Joint Powers Board,4243,"Other, Administrative & Maintenance (describe in Notes)",CEMOF Emergency Generator,POINT (-121.9101 37.33978),"{'type': 'Point', 'coordinates': (-121.9101, 37.33978)}"
1323,90134,Peninsula Corridor Joint Powers Board,4240,"Other, Administrative & Maintenance (describe in Notes)",CEMOF Service Inspection Pit #1,POINT (-121.9101 37.33978),"{'type': 'Point', 'coordinates': (-121.9101, 37.33978)}"
1324,90134,Peninsula Corridor Joint Powers Board,4238,"Other, Administrative & Maintenance (describe in Notes)",CEMOF Waste Oil/Water Storage,POINT (-121.9101 37.33978),"{'type': 'Point', 'coordinates': (-121.9101, 37.33978)}"
1325,90134,Peninsula Corridor Joint Powers Board,4248,"Other, Administrative & Maintenance (describe in Notes)",CEMOF Tunnel,POINT (-121.9101 37.33978),"{'type': 'Point', 'coordinates': (-121.9101, 37.33978)}"
1326,90134,Peninsula Corridor Joint Powers Board,4236,"Other, Administrative & Maintenance (describe in Notes)",CEMOF Oil/Water Separator,POINT (-121.9101 37.33978),"{'type': 'Point', 'coordinates': (-121.9101, 37.33978)}"
1327,90134,Peninsula Corridor Joint Powers Board,4232,"Other, Administrative & Maintenance (describe in Notes)",San Jose Crew Facility,POINT (-121.9101 37.33978),"{'type': 'Point', 'coordinates': (-121.9101, 37.33978)}"
1328,90134,Peninsula Corridor Joint Powers Board,4247,"Other, Administrative & Maintenance (describe in Notes)",CEMOF Loading Dock Building,POINT (-121.9101 37.33978),"{'type': 'Point', 'coordinates': (-121.9101, 37.33978)}"
1329,90134,Peninsula Corridor Joint Powers Board,4250,Vehicle Washing Facility,CEMOF Trainwasher,POINT (-121.9101 37.33978),"{'type': 'Point', 'coordinates': (-121.9101, 37.33978)}"
1330,90134,Peninsula Corridor Joint Powers Board,4251,"Other, Administrative & Maintenance (describe in Notes)",CEMOF Trainwasher Equipment Building,POINT (-121.9101 37.33978),"{'type': 'Point', 'coordinates': (-121.9101, 37.33978)}"
1331,90134,Peninsula Corridor Joint Powers Board,4246,"Other, Administrative & Maintenance (describe in Notes)",CEMOF Maintenance Building,POINT (-121.9101 37.33978),"{'type': 'Point', 'coordinates': (-121.9101, 37.33978)}"
1332,90134,Peninsula Corridor Joint Powers Board,4244,"Other, Administrative & Maintenance (describe in Notes)",CEMOF Progressive Maintenance Pit,POINT (-121.9101 37.33978),"{'type': 'Point', 'coordinates': (-121.9101, 37.33978)}"
1333,90134,Peninsula Corridor Joint Powers Board,4237,"Other, Administrative & Maintenance (describe in Notes)",CEMOF Drum Storage,POINT (-121.9101 37.33978),"{'type': 'Point', 'coordinates': (-121.9101, 37.33978)}"
1334,90134,Peninsula Corridor Joint Powers Board,4241,"Other, Administrative & Maintenance (describe in Notes)",CEMOF Service Inspection Pit #2,POINT (-121.9101 37.33978),"{'type': 'Point', 'coordinates': (-121.9101, 37.33978)}"
1335,90134,Peninsula Corridor Joint Powers Board,4231,"Other, Administrative & Maintenance (describe in Notes)",Menlo Park Control Center (MPCC),POINT (-121.9101 37.33978),"{'type': 'Point', 'coordinates': (-121.9101, 37.33978)}"
1336,90134,Peninsula Corridor Joint Powers Board,4239,"Other, Administrative & Maintenance (describe in Notes)",CEMOF Taylor Substation,POINT (-121.9101 37.33978),"{'type': 'Point', 'coordinates': (-121.9101, 37.33978)}"
1337,90134,Peninsula Corridor Joint Powers Board,4233,General Purpose Maintenance Facility/Depot,CEMOF Site,POINT (-121.9101 37.33978),"{'type': 'Point', 'coordinates': (-121.9101, 37.33978)}"
1338,90134,Peninsula Corridor Joint Powers Board,4152,At-Grade Fixed Guideway Station,College Park Station,POINT (-121.9157 37.34293),"{'type': 'Point', 'coordinates': (-121.9157, 37.34293)}"
1339,90013,Santa Clara Valley Transportation Authority,9494,At-Grade Fixed Guideway Station,Japan/Ayer,POINT (-121.897398 37.345352),"{'type': 'Point', 'coordinates': (-121.897398, 37.345352)}"
1340,90013,Santa Clara Valley Transportation Authority,9493,At-Grade Fixed Guideway Station,Civic Center,POINT (-121.902226 37.35168),"{'type': 'Point', 'coordinates': (-121.902226, 37.35168)}"
1341,90182,Altamont Corridor Express,9144,Surface Parking Lot,SCL Parking Lot,POINT (-121.9354 37.35301),"{'type': 'Point', 'coordinates': (-121.9354, 37.35301)}"
1342,90134,Peninsula Corridor Joint Powers Board,4151,At-Grade Fixed Guideway Station,Santa Clara Station,POINT (-121.9354 37.35301),"{'type': 'Point', 'coordinates': (-121.9354, 37.35301)}"
1343,90134,Peninsula Corridor Joint Powers Board,4218,Surface Parking Lot,SCL Parking Lot,POINT (-121.9354 37.35301),"{'type': 'Point', 'coordinates': (-121.9354, 37.35301)}"
1344,90182,Altamont Corridor Express,9110,"Other, Passenger or Parking (describe in Notes)",Santa Clara Station Depot,POINT (-121.9354 37.35301),"{'type': 'Point', 'coordinates': (-121.9354, 37.35301)}"
1345,90182,Altamont Corridor Express,9109,Simple At-Grade Platform Station,Santa Clara Station,POINT (-121.9354 37.35301),"{'type': 'Point', 'coordinates': (-121.9354, 37.35301)}"
1346,90013,Santa Clara Valley Transportation Authority,9364,Administrative Office / Sales Office,Guadalupe - Bldg C (Engineering),POINT (-121.909048 37.354034),"{'type': 'Point', 'coordinates': (-121.909048, 37.354034)}"
1347,90013,Santa Clara Valley Transportation Authority,9369,Administrative Office / Sales Office,Guadalupe - Bldg H (Training Center),POINT (-121.909587 37.35404),"{'type': 'Point', 'coordinates': (-121.909587, 37.35404)}"
1348,90013,Santa Clara Valley Transportation Authority,9368,Administrative Office / Sales Office,Guadalupe - Bldg G (Maintenance Training),POINT (-121.909571 37.3542),"{'type': 'Point', 'coordinates': (-121.909571, 37.3542)}"
1349,90013,Santa Clara Valley Transportation Authority,9361,Maintenance Facility (Service and Inspection),Guadalupe LRT Division,POINT (-121.90852 37.354354),"{'type': 'Point', 'coordinates': (-121.90852, 37.354354)}"
1350,90013,Santa Clara Valley Transportation Authority,9362,Maintenance Facility (Service and Inspection),Guadalupe - Bldg A (Shop),POINT (-121.90852 37.354354),"{'type': 'Point', 'coordinates': (-121.90852, 37.354354)}"
1351,90013,Santa Clara Valley Transportation Authority,9370,Administrative Office / Sales Office,Guadalupe - Bldg I (Training & Paratransit),POINT (-121.907202 37.354788),"{'type': 'Point', 'coordinates': (-121.907202, 37.354788)}"
1352,90013,Santa Clara Valley Transportation Authority,9373,General Purpose Maintenance Facility/Depot,Guadalupe - Bldg 5 (Sand Silo),POINT (-121.909058 37.354809),"{'type': 'Point', 'coordinates': (-121.909058, 37.354809)}"
1353,90013,Santa Clara Valley Transportation Authority,9372,General Purpose Maintenance Facility/Depot,Guadalupe - Bldg 3 (Waste Water),POINT (-121.908919 37.354884),"{'type': 'Point', 'coordinates': (-121.908919, 37.354884)}"
1354,90013,Santa Clara Valley Transportation Authority,9366,Vehicle Blow-Down Facility,Guadalupe - Bldg E (Blow Down),POINT (-121.907967 37.354926),"{'type': 'Point', 'coordinates': (-121.907967, 37.354926)}"
1355,90013,Santa Clara Valley Transportation Authority,9367,Vehicle Washing Facility,Guadalupe - Bldg F (Train Wash),POINT (-121.907798 37.355312),"{'type': 'Point', 'coordinates': (-121.907798, 37.355312)}"
1356,90013,Santa Clara Valley Transportation Authority,9365,General Purpose Maintenance Facility/Depot,Guadalupe - Bldg D (Historic Trolley),POINT (-121.908447 37.355397),"{'type': 'Point', 'coordinates': (-121.908447, 37.355397)}"
1357,90013,Santa Clara Valley Transportation Authority,9371,General Purpose Maintenance Facility/Depot,Guadalupe - Bldg K (Parts Storage),POINT (-121.907865 37.355888),"{'type': 'Point', 'coordinates': (-121.907865, 37.355888)}"
1358,90013,Santa Clara Valley Transportation Authority,9484,At-Grade Fixed Guideway Station,Alum Rock,POINT (-121.832236 37.358333),"{'type': 'Point', 'coordinates': (-121.832236, 37.358333)}"
1359,90013,Santa Clara Valley Transportation Authority,9492,At-Grade Fixed Guideway Station,Gish,POINT (-121.909564 37.361744),"{'type': 'Point', 'coordinates': (-121.909564, 37.361744)}"
1360,90013,Santa Clara Valley Transportation Authority,18677,Administrative Office / Sales Office,Berryessa  Administration,POINT (-121.8768 37.36839),"{'type': 'Point', 'coordinates': (-121.8768, 37.36839)}"
1361,90013,Santa Clara Valley Transportation Authority,18641,Elevated Fixed Guideway Station,Berryessa BART Station,POINT (-121.8768 37.36839),"{'type': 'Point', 'coordinates': (-121.8768, 37.36839)}"
1362,90003,San Francisco Bay Area Rapid Transit District,18501,Elevated Fixed Guideway Station,"Passenger Station, Berryessa, S50, 15403140",POINT (-121.8768 37.36839),"{'type': 'Point', 'coordinates': (-121.8768, 37.36839)}"
1363,90013,Santa Clara Valley Transportation Authority,9491,At-Grade Fixed Guideway Station,Metro Airport,POINT (-121.915358 37.369486),"{'type': 'Point', 'coordinates': (-121.915358, 37.369486)}"
1364,90134,Peninsula Corridor Joint Powers Board,4150,At-Grade Fixed Guideway Station,Lawrence Station,POINT (-121.997 37.37061),"{'type': 'Point', 'coordinates': (-121.997, 37.37061)}"
1365,90134,Peninsula Corridor Joint Powers Board,4217,Surface Parking Lot,LAW Parking Lot,POINT (-121.997 37.37061),"{'type': 'Point', 'coordinates': (-121.997, 37.37061)}"
1366,90013,Santa Clara Valley Transportation Authority,9483,At-Grade Fixed Guideway Station,McKee,POINT (-121.844724 37.371874),"{'type': 'Point', 'coordinates': (-121.844724, 37.371874)}"
1367,90013,Santa Clara Valley Transportation Authority,9490,At-Grade Fixed Guideway Station,Karina,POINT (-121.919907 37.375455),"{'type': 'Point', 'coordinates': (-121.919907, 37.375455)}"
1368,90134,Peninsula Corridor Joint Powers Board,4216,Parking Structure,SUN Parking Garage,POINT (-122.0316 37.37897),"{'type': 'Point', 'coordinates': (-122.0316, 37.37897)}"
1369,90134,Peninsula Corridor Joint Powers Board,4226,Surface Parking Lot,SUN Parking Lot,POINT (-122.0316 37.37897),"{'type': 'Point', 'coordinates': (-122.0316, 37.37897)}"
1370,90134,Peninsula Corridor Joint Powers Board,4149,At-Grade Fixed Guideway Station,Sunnyvale Station,POINT (-122.0316 37.37897),"{'type': 'Point', 'coordinates': (-122.0316, 37.37897)}"
1371,90013,Santa Clara Valley Transportation Authority,9452,Surface Parking Lot,Penitencia Creek LRT Station,POINT (-121.855397 37.381377),"{'type': 'Point', 'coordinates': (-121.855397, 37.381377)}"
1372,90013,Santa Clara Valley Transportation Authority,9482,At-Grade Fixed Guideway Station,Penitencia Creek,POINT (-121.85511 37.381627),"{'type': 'Point', 'coordinates': (-121.85511, 37.381627)}"
1373,90013,Santa Clara Valley Transportation Authority,9489,At-Grade Fixed Guideway Station,Component,POINT (-121.92525 37.382667),"{'type': 'Point', 'coordinates': (-121.92525, 37.382667)}"
1374,90013,Santa Clara Valley Transportation Authority,9481,At-Grade Fixed Guideway Station,Berryessa,POINT (-121.860517 37.386572),"{'type': 'Point', 'coordinates': (-121.860517, 37.386572)}"
1375,90013,Santa Clara Valley Transportation Authority,9488,At-Grade Fixed Guideway Station,Bonaventura,POINT (-121.929262 37.388055),"{'type': 'Point', 'coordinates': (-121.929262, 37.388055)}"
1376,90013,Santa Clara Valley Transportation Authority,9449,Surface Parking Lot,Hostetter LRT Station ,POINT (-121.869808 37.394431),"{'type': 'Point', 'coordinates': (-121.869808, 37.394431)}"
1377,90013,Santa Clara Valley Transportation Authority,9487,At-Grade Fixed Guideway Station,Orchard,POINT (-121.93424 37.394857),"{'type': 'Point', 'coordinates': (-121.93424, 37.394857)}"
1378,90013,Santa Clara Valley Transportation Authority,9480,At-Grade Fixed Guideway Station,Hostetter,POINT (-121.869808 37.395249),"{'type': 'Point', 'coordinates': (-121.869808, 37.395249)}"
1379,90013,Santa Clara Valley Transportation Authority,9359,Administrative Office / Sales Office,River Oaks - Bldg C (Admin),POINT (-121.940098 37.399498),"{'type': 'Point', 'coordinates': (-121.940098, 37.399498)}"
1380,90013,Santa Clara Valley Transportation Authority,9356,Administrative Office / Sales Office,River Oaks,POINT (-121.939294 37.399944),"{'type': 'Point', 'coordinates': (-121.939294, 37.399944)}"
1381,90013,Santa Clara Valley Transportation Authority,9358,Administrative Office / Sales Office,River Oaks - Bldg B (Admin),POINT (-121.939294 37.399944),"{'type': 'Point', 'coordinates': (-121.939294, 37.399944)}"
1382,90013,Santa Clara Valley Transportation Authority,9357,Administrative Office / Sales Office,River Oaks - Bldg A (Admin),POINT (-121.940377 37.400287),"{'type': 'Point', 'coordinates': (-121.940377, 37.400287)}"
1383,90013,Santa Clara Valley Transportation Authority,9360,Administrative Office / Sales Office,River Oaks - Trailer (Exercise),POINT (-121.940367 37.400664),"{'type': 'Point', 'coordinates': (-121.940367, 37.400664)}"
1384,90013,Santa Clara Valley Transportation Authority,9486,At-Grade Fixed Guideway Station,River Oaks,POINT (-121.939455 37.402017),"{'type': 'Point', 'coordinates': (-121.939455, 37.402017)}"
1385,90013,Santa Clara Valley Transportation Authority,9453,Surface Parking Lot,River Oaks LRT Station,POINT (-121.939455 37.402017),"{'type': 'Point', 'coordinates': (-121.939455, 37.402017)}"
1386,90013,Santa Clara Valley Transportation Authority,9467,At-Grade Fixed Guideway Station,Fair Oaks,POINT (-122.009265 37.402664),"{'type': 'Point', 'coordinates': (-122.009265, 37.402664)}"
1387,90013,Santa Clara Valley Transportation Authority,9479,At-Grade Fixed Guideway Station,Cropley,POINT (-121.882039 37.403329),"{'type': 'Point', 'coordinates': (-121.882039, 37.403329)}"
1388,90013,Santa Clara Valley Transportation Authority,9468,At-Grade Fixed Guideway Station,Vienna,POINT (-121.99948 37.403346),"{'type': 'Point', 'coordinates': (-121.99948, 37.403346)}"
1389,90013,Santa Clara Valley Transportation Authority,9470,At-Grade Fixed Guideway Station,Old Ironsides,POINT (-121.979181 37.403363),"{'type': 'Point', 'coordinates': (-121.979181, 37.403363)}"
1390,90013,Santa Clara Valley Transportation Authority,9471,At-Grade Fixed Guideway Station,Great America,POINT (-121.974675 37.403516),"{'type': 'Point', 'coordinates': (-121.974675, 37.403516)}"
1391,90013,Santa Clara Valley Transportation Authority,9469,At-Grade Fixed Guideway Station,Reamwood,POINT (-121.988515 37.403584),"{'type': 'Point', 'coordinates': (-121.988515, 37.403584)}"
1392,90013,Santa Clara Valley Transportation Authority,9472,At-Grade Fixed Guideway Station,Lick Mill,POINT (-121.963131 37.407709),"{'type': 'Point', 'coordinates': (-121.963131, 37.407709)}"
1393,90013,Santa Clara Valley Transportation Authority,9485,At-Grade Fixed Guideway Station,Tasman,POINT (-121.944304 37.408477),"{'type': 'Point', 'coordinates': (-121.944304, 37.408477)}"
1394,90013,Santa Clara Valley Transportation Authority,9478,Elevated Fixed Guideway Station,Montague,POINT (-121.891116 37.408818),"{'type': 'Point', 'coordinates': (-121.891116, 37.408818)}"
1395,90013,Santa Clara Valley Transportation Authority,9466,At-Grade Fixed Guideway Station,Crossman,POINT (-122.011368 37.409022),"{'type': 'Point', 'coordinates': (-122.011368, 37.409022)}"
1396,90013,Santa Clara Valley Transportation Authority,9473,At-Grade Fixed Guideway Station,Champion,POINT (-121.952338 37.409294),"{'type': 'Point', 'coordinates': (-121.952338, 37.409294)}"
1397,90013,Santa Clara Valley Transportation Authority,9464,At-Grade Fixed Guideway Station,Lockheed,POINT (-122.02704 37.409648),"{'type': 'Point', 'coordinates': (-122.02704, 37.409648)}"
1398,90003,San Francisco Bay Area Rapid Transit District,18502,At-Grade Fixed Guideway Station,"Passenger Station, Milpitas, S40, 15403139",POINT (-121.8911 37.41025),"{'type': 'Point', 'coordinates': (-121.8911, 37.41025)}"
1399,90013,Santa Clara Valley Transportation Authority,18640,At-Grade Fixed Guideway Station,Milpitas BART Station,POINT (-121.8911 37.41025),"{'type': 'Point', 'coordinates': (-121.8911, 37.41025)}"
1400,90182,Altamont Corridor Express,9143,"Other, Passenger or Parking (describe in Notes)",Great America Station Ticket Sales Booth,POINT (-121.9732335 37.4104349),"{'type': 'Point', 'coordinates': (-121.9732335, 37.4104349)}"
1401,90182,Altamont Corridor Express,9162,Surface Parking Lot,Great America Parking Lot,POINT (-121.9732335 37.4104349),"{'type': 'Point', 'coordinates': (-121.9732335, 37.4104349)}"
1402,90182,Altamont Corridor Express,9114,Simple At-Grade Platform Station,Great America Station,POINT (-121.9732335 37.4104349),"{'type': 'Point', 'coordinates': (-121.9732335, 37.4104349)}"
1403,90013,Santa Clara Valley Transportation Authority,9474,At-Grade Fixed Guideway Station,Baypointe,POINT (-121.941965 37.410607),"{'type': 'Point', 'coordinates': (-121.941965, 37.410607)}"
1404,90013,Santa Clara Valley Transportation Authority,9465,At-Grade Fixed Guideway Station,Borregas,POINT (-122.01802 37.411646),"{'type': 'Point', 'coordinates': (-122.01802, 37.411646)}"
1405,90013,Santa Clara Valley Transportation Authority,9475,At-Grade Fixed Guideway Station,Cisco Way,POINT (-121.928511 37.412482),"{'type': 'Point', 'coordinates': (-121.928511, 37.412482)}"
1406,90013,Santa Clara Valley Transportation Authority,9476,At-Grade Fixed Guideway Station,I880/Milpitas,POINT (-121.91731 37.413436),"{'type': 'Point', 'coordinates': (-121.91731, 37.413436)}"
